,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
49,Puerto Ayora,-0.7393,-90.3518,73.36,83,96,3.0,EC,1661371730
50,Jamestown,42.097,-79.2353,81.01,56,40,8.05,US,1661371572
51,Saskylakh,71.9167,114.0833,40.6,72,100,10.13,RU,1661371731
52,East London,-33.0153,27.9116,75.61,35,1,11.59,ZA,1661371732
53,San Angelo,31.4638,-100.437,92.95,39,0,8.99,US,1661371732
54,Dikson,73.5069,80.5464,40.44,94,100,19.17,RU,1661371733
55,Kapaa,22.0752,-159.319,85.1,75,0,6.91,US,1661371733
56,Saint-Philippe,-21.3585,55.7679,71.19,73,34,12.12,RE,1661371734
57,Bredasdorp,-34.5322,20.0403,54.07,83,2,1.97,ZA,1661371734
58,Nālūt,30.3333,10.85,88.32,24,0,11.97,LY,1661371735
59,Atuona,-9.8,-139.0333,77.59,66,92,10.56,PF,1661371735
60,Talnakh,69.4865,88.3972,48.27,87,47,6.15,RU,1661371610
61,Khandyga,62.6667,135.6,46.18,99,100,0.49,RU,1661371657
62,Tiksi,71.6872,128.8694,38.82,89,46,5.95,RU,1661371736
63,Vaini,-21.2,-175.2,75.36,83,20,8.05,TO,1661371737
64,Sioux Lookout,50.1001,-91.917,76.15,37,18,3.96,CA,1661371715
65,Barrow,71.2906,-156.7887,41.02,100,100,4.61,US,1661371738
66,Abhā,18.2164,42.5053,68.25,60,0,5.75,SA,1661371738
67,Simao,22.7886,100.9748,65.3,97,100,1.48,CN,1661371739
68,Nanortalik,60.1432,-45.2371,43.95,90,58,1.9,GL,1661371739
69,Cabo San Lucas,22.8909,-109.9124,94.6,55,20,18.41,MX,1661371441
70,Nha Trang,12.25,109.1833,78.8,86,100,3.98,VN,1661371740
71,Kapoeta,4.7717,33.5903,74.37,71,41,4.27,SS,1661371741
72,Iqaluit,63.7506,-68.5145,36.68,97,100,15.28,CA,1661371741
73,Bengkulu,-3.8004,102.2655,74.14,90,47,4.03,ID,1661371742
74,Port Lincoln,-34.7333,135.8667,53.11,87,100,6.87,AU,1661371742
75,Ponta do Sol,32.6667,-17.1,74.71,77,1,4.12,PT,1661371743
76,Kirakira,-10.4544,161.9205,79.25,83,95,6.53,SB,1661371743
77,Punta Arenas,-53.15,-70.9167,44.11,61,20,23.02,CL,1661371744
78,Cayenne,4.9333,-52.3333,84.24,65,31,5.75,GF,1661371744
79,Matagami,49.7502,-77.6328,63.16,57,50,11.01,CA,1661371745
80,Mehamn,71.0357,27.8492,49.91,93,0,0.0,NO,1661371645
81,Ilulissat,69.2167,-51.1,53.62,47,75,16.11,GL,1661371746
82,Coro,11.4045,-69.6734,88.88,59,86,17.69,VE,1661371746
83,Poum,-20.2333,164.0167,73.44,74,0,7.87,NC,1661371747
84,Buala,-8.145,159.5921,78.69,82,65,5.19,SB,1661371747
85,Dromolaxia,34.8761,33.586,81.68,64,0,5.75,CY,1661371748
86,Sagua de Tánamo,20.5819,-75.2414,82.78,80,66,6.91,CU,1661371748
87,Ovsyanka,55.9575,92.5519,52.77,97,100,3.98,RU,1661371749
88,Vao,-22.6667,167.4833,72.39,75,0,7.4,NC,1661371749
89,Vitim,59.4511,112.5578,43.54,97,97,3.67,RU,1661371750
90,Manhattan,40.7834,-73.9662,92.61,37,40,12.66,US,1661371562
91,Ucluelet,48.9329,-125.5528,68.09,81,11,1.01,CA,1661371751
92,Kondratovo,57.9804,56.1066,66.49,77,0,6.71,RU,1661371751
93,Saldanha,-33.0117,17.9442,57.15,87,100,17.52,ZA,1661371752
94,Rome,43.2128,-75.4557,82.72,60,100,5.75,US,1661371669
95,Tasiilaq,65.6145,-37.6368,41.05,67,60,5.37,GL,1661371601
96,Faanui,-16.4833,-151.75,76.73,77,3,11.52,PF,1661371753
97,Norman Wells,65.282,-126.8329,75.36,48,89,0.81,CA,1661371754
98,Bīdar,17.9,77.55,73.65,82,98,6.76,IN,1661371754
99,Ndélé,8.4109,20.6473,70.34,98,100,3.11,CF,1661371754
100,Abrau-Dyurso,44.69,37.59,81.86,30,25,20.36,RU,1661371755
101,Kaitangata,-46.2817,169.8464,37.44,77,100,3.18,NZ,1661371756
102,Ola,59.5833,151.2833,52.14,90,100,4.12,RU,1661371756
103,Ballina,-28.8667,153.5667,41.77,63,0,6.2,AU,1661371757
104,Souillac,-20.5167,57.5167,70.18,73,40,12.66,MU,1661371757
105,Mahébourg,-20.4081,57.7,70.09,73,40,12.66,MU,1661371758
106,Upernavik,72.7868,-56.1549,42.57,79,98,5.57,GL,1661371728
107,Fort Nelson,58.8053,-122.7002,86.99,40,10,1.34,CA,1661371758
108,Goderich,43.7501,-81.7165,74.91,63,0,7.18,CA,1661371572
109,Yar-Sale,66.8333,70.8333,53.24,63,16,21.25,RU,1661371759
110,Iskateley,67.6803,53.1512,48.72,87,58,12.68,RU,1661371760
111,Lubango,-14.9172,13.4925,61.68,37,43,5.39,AO,1661371729
112,Maţāy,28.419,30.7792,91.65,22,0,11.36,EG,1661371761
113,Rio Grande City,26.3798,-98.8203,101.88,28,92,9.44,US,1661371762
114,Ambilobe,-13.2,49.05,65.61,70,9,4.27,MG,1661371762
115,Bereda,43.2686,-7.5406,68.58,98,90,2.35,ES,1661371763
116,Udarnyy,54.3409,42.8611,68.43,45,24,5.14,RU,1661371763
117,Ancud,-41.8697,-73.8203,45.23,66,100,6.13,CL,1661371764
118,Bambous Virieux,-20.3428,57.7575,70.05,73,40,12.66,MU,1661371564
119,Bluff,-46.6,168.3333,32.81,78,60,7.63,NZ,1661371764
120,Garça,-22.2106,-49.6561,79.59,31,23,2.59,BR,1661371765
121,Zyryanka,65.75,150.85,45.55,93,100,20.38,RU,1661371766
122,Amazar,53.858,120.875,49.41,99,100,1.07,RU,1661371766
123,Provideniya,64.3833,-173.3,47.93,80,97,9.46,RU,1661371767
124,Kavieng,-2.5744,150.7967,80.08,80,77,6.8,PG,1661371767
125,Nuuk,64.1835,-51.7216,47.01,87,100,13.8,GL,1661371670
126,Ulladulla,-35.35,150.4667,47.77,73,60,7.61,AU,1661371768
127,Korla,41.7597,86.1469,76.55,26,73,8.61,CN,1661371768
128,Bukoba,-1.3317,31.8122,69.26,61,11,6.26,TZ,1661371769
129,Hervey Bay,-25.2986,152.8535,50.23,61,0,6.78,AU,1661371770
130,Alice Springs,-23.7,133.8833,31.55,59,0,0.0,AU,1661371770
131,Japura,-0.3167,102.35,73.08,98,41,2.93,ID,1661371771
132,São Filipe,14.8961,-24.4956,78.22,79,53,7.09,CV,1661371771
133,Kumul,42.8,93.45,73.27,15,76,1.61,CN,1661371772
134,Hailey,43.5196,-114.3153,85.87,29,40,11.5,US,1661371772
135,Arteaga,18.4667,-102.4167,80.74,53,14,4.18,MX,1661371693
136,Gazojak,41.1875,61.4036,71.08,29,0,10.69,TM,1661371773
137,Avera,33.194,-82.5271,84.54,67,100,8.16,US,1661371773
138,Narsaq,60.9167,-46.05,52.02,88,69,4.41,GL,1661371774
139,Asău,46.4333,26.4,67.28,52,91,6.04,RO,1661371774
140,San Patricio,28.017,-97.5169,92.07,54,99,4.05,US,1661371775
141,Porto-Novo,6.4965,2.6036,75.11,83,81,6.6,BJ,1661371775
142,Ternate,0.8,127.4,78.89,82,66,4.38,ID,1661371776
143,Nānākuli,21.3906,-158.1547,85.95,59,0,10.36,US,1661371776
144,Barcelona,41.3888,2.159,83.61,79,20,8.05,ES,1661371554
145,Camopi,3.1655,-52.3158,79.47,80,96,3.04,GF,1661371777
146,Isangel,-19.55,169.2667,74.19,84,1,4.74,VU,1661371778
147,Bubaque,11.2833,-15.8333,80.91,80,100,19.24,GW,1661371778
148,Zavyalovo,54.5053,82.4484,58.01,77,76,4.5,RU,1661371779
149,Bethel,41.3712,-73.414,89.69,50,40,1.01,US,1661371779
150,Union,40.6334,-74.2663,92.89,39,75,12.66,US,1661371570
151,Swellendam,-34.0226,20.4417,64.44,38,0,5.91,ZA,1661371780
152,Lázaro Cárdenas,17.9583,-102.2,87.13,61,13,10.71,MX,1661371780
153,Zenzeli,45.9241,47.0474,73.63,52,0,12.5,RU,1661371781
154,Verkhnyaya Inta,65.9811,60.3094,47.95,72,6,10.27,RU,1661371782
155,Saint-Augustin,51.226,-58.6502,67.75,75,99,6.33,CA,1661371782
156,Dunedin,-45.8742,170.5036,44.8,62,100,7.0,NZ,1661371783
157,Kruisfontein,-34.0033,24.7314,70.34,27,54,6.44,ZA,1661371571
158,Ushtobe,45.2514,77.9838,61.56,42,48,9.37,KZ,1661371783
159,Karratha,-20.7377,116.8463,64.54,25,4,14.2,AU,1661371556
160,Husavik,66.0449,-17.3389,48.47,98,100,5.88,IS,1661371536
161,Pacific Grove,36.6177,-121.9166,74.39,82,0,9.22,US,1661371784
162,Nkayi,-4.1841,13.2884,79.3,59,90,6.51,CG,1661371785
163,Esperance,-33.8667,121.9,47.98,74,100,11.86,AU,1661371785
164,Saint George,37.1041,-113.5841,101.43,23,0,5.75,US,1661371509
165,Itoman,26.1247,127.6694,86.02,84,20,13.8,JP,1661371786
166,La Ronge,55.1001,-105.2842,68.92,51,21,3.8,CA,1661371787
167,Talcahuano,-36.7167,-73.1167,55.08,76,0,11.5,CL,1661371788
168,Shitkino,56.3703,98.3543,50.74,99,100,4.59,RU,1661371788
169,Samarai,-10.6167,150.6667,79.95,79,69,12.73,PG,1661371789
170,Mount Gambier,-37.8333,140.7667,48.11,93,75,5.75,AU,1661371789
171,Abu Kamal,34.4506,40.9171,91.13,24,0,3.06,SY,1661371789
172,Te Horo,-40.8084,175.1233,49.8,90,86,6.55,NZ,1661371790
173,Waipawa,-41.4122,175.5153,46.4,90,73,3.87,NZ,1661371790
174,Mackenzie,55.2999,-123.1698,87.4,29,6,2.26,CA,1661371791
175,Nouakchott,18.0858,-15.9785,84.13,83,76,14.79,MR,1661371791
176,Jerusalem,31.769,35.2163,75.7,60,0,3.94,IL,1661371792
177,Nishihara,26.1842,127.7558,85.28,84,20,13.8,JP,1661371792
178,Olafsvik,64.8945,-23.7142,49.86,82,96,9.22,IS,1661371793
179,Poceirão,38.831,-8.7937,68.94,84,3,16.31,PT,1661371793
180,Calama,-22.4667,-68.9333,72.09,3,0,17.27,CL,1661371794
181,Keetmanshoop,-26.5833,18.1333,69.21,16,0,5.44,NA,1661371795
182,Saint-Joseph,-21.3667,55.6167,70.18,72,17,13.62,RE,1661371795
183,Lüderitz,-26.6481,15.1594,57.04,91,11,2.55,NA,1661371796
184,Along,28.1667,94.7667,76.08,98,92,1.14,IN,1661371797
185,San Rafael,-34.6177,-68.3301,69.08,20,79,6.38,AR,1661371797
186,Kāranja,20.4833,77.4833,74.34,89,100,7.92,IN,1661371798
187,Port-Gentil,-0.7193,8.7815,75.69,80,100,10.0,GA,1661371798
188,Kamenka,51.3223,42.7678,75.97,34,98,9.48,RU,1661371799
189,Guerrero Negro,27.9769,-114.0611,87.22,47,77,8.48,MX,1661371799
190,Fortuna,40.5982,-124.1573,64.65,90,100,4.61,US,1661371800
191,Tezu,27.9167,96.1667,78.04,91,100,2.48,IN,1661371801
192,Khani,41.9563,42.9566,78.37,48,87,6.02,GE,1661371801
193,Shenjiamen,29.9576,122.298,80.6,92,24,6.53,CN,1661371802
194,St. George's,12.0564,-61.7485,78.48,94,75,0.0,GD,1661371802
195,Labuhan,-6.8844,112.2051,74.48,85,22,8.1,ID,1661371803
196,Visnes,59.3556,5.2242,70.83,64,75,12.66,NO,1661371803
197,Adrar,20.5022,-10.0711,101.43,22,1,10.22,MR,1661371804
198,Pevek,69.7008,170.3133,43.52,85,45,1.59,RU,1661371804
199,Xai-Xai,-25.0519,33.6442,64.58,79,0,6.96,MZ,1661371805
200,Jiaojiang,28.6803,121.4428,78.44,94,88,1.68,CN,1661371805
201,Helena,46.5927,-112.0361,79.36,51,75,5.99,US,1661371806
202,Kushmurun,52.4503,64.6311,62.46,37,6,5.12,KZ,1661371806
203,Hong Kong,22.2855,114.1577,79.25,93,87,15.01,HK,1661371595
204,Krasnosel'kup,65.7,82.4667,55.51,96,39,11.83,RU,1661371807
205,Bac Giang,21.2667,106.2,84.27,85,100,3.69,VN,1661371808
206,Ostrovnoy,68.0531,39.5131,46.47,88,100,2.95,RU,1661371808
207,Katsuura,35.1333,140.3,76.35,89,99,11.36,JP,1661371755
208,Salalah,17.0151,54.0924,75.29,100,100,2.3,OM,1661371809
209,Moerai,-22.4333,-151.3333,70.9,74,100,25.01,PF,1661371809
210,Severo-Kuril'sk,50.6789,156.125,53.1,93,100,20.89,RU,1661371810
211,Tromsø,69.6496,18.957,50.02,81,0,4.61,NO,1661371811
212,Caucayá,-0.1934,-74.7819,82.44,64,99,1.45,CO,1661371811
213,Richards Bay,-28.783,32.0377,66.79,72,0,12.95,ZA,1661371812
214,Atambua,-9.1061,124.8925,69.67,81,100,6.85,ID,1661371812
215,Koutsouras,35.0339,25.9469,77.11,67,5,3.15,GR,1661371813
216,Hithadhoo,-0.6,73.0833,81.36,74,100,6.15,MV,1661371813
217,La Palma,33.8464,-118.0467,99.5,67,40,11.5,US,1661371673
218,Tolaga Bay,-38.3667,178.3,50.27,70,98,4.92,NZ,1661371814
219,Longyearbyen,78.2186,15.6401,42.64,81,75,11.5,SJ,1661371815
220,Makkah al Mukarramah,21.4267,39.8261,88.59,61,30,11.27,SA,1661371813
221,Enterprise,36.0252,-115.2419,102.81,25,40,5.01,US,1661371816
222,San Cristobal,7.7669,-72.225,84.38,53,29,8.55,VE,1661371816
223,Zapolyarnyy,69.4154,30.8136,51.08,74,3,6.58,RU,1661371817
224,Kalemie,-5.9475,29.1947,75.04,50,23,0.67,CD,1661371817
225,Burnie,-41.0667,145.9167,47.95,76,68,8.25,AU,1661371818
226,Thompson,55.7435,-97.8558,65.57,26,38,4.99,CA,1661371818
227,Nelson Bay,-32.7167,152.15,48.99,75,1,11.99,AU,1661371818
228,Chupa,66.27,33.0549,53.33,93,100,5.66,RU,1661371819
229,Papenburg,53.0667,7.4,78.21,78,100,1.99,DE,1661371820
230,Petropavlovka,50.6114,105.3196,44.19,86,100,3.8,RU,1661371820
231,Mpanda,-6.3655,31.0409,71.17,38,0,0.94,TZ,1661371821
232,Malinovoye Ozero,51.6753,79.7825,57.6,60,0,6.55,RU,1661371821
233,Lamu,-2.2717,40.902,75.31,83,91,17.81,KE,1661371822
234,Nemuro,43.3236,145.575,63.72,80,66,12.24,JP,1661371822
235,Xining,36.6167,101.7667,56.25,86,100,2.53,CN,1661371779
236,Carnarvon,-24.8667,113.6333,66.24,44,4,9.26,AU,1661371823
237,Arraial do Cabo,-22.9661,-42.0278,69.66,83,75,17.27,BR,1661371598
238,Sovetskiy,61.3614,63.5842,63.59,74,42,5.48,RU,1661371824
239,Achinsk,56.2694,90.4993,55.67,88,96,3.71,RU,1661371824
240,Yulara,-25.2406,130.9889,40.95,56,0,9.53,AU,1661371592
241,Dicabisagan,17.0818,122.4157,79.12,80,99,4.97,PH,1661371825
242,Leningradskiy,69.3833,178.4167,40.6,83,52,8.84,RU,1661371825
243,Pontianak,-0.0333,109.3333,76.98,88,40,3.44,ID,1661371826
244,Kopavogur,64.1123,-21.913,53.85,91,100,3.94,IS,1661371826
245,Sitka,57.0531,-135.33,62.49,77,75,6.91,US,1661371827
246,Saint-Pierre,-21.3393,55.4781,71.28,69,0,23.02,RE,1661371827
247,Umm Hājar,13.2954,19.6966,77.83,77,100,3.0,TD,1661371828
248,Cabiraoan,18.3238,122.086,79.05,91,100,3.27,PH,1661371828
249,Sola,-13.8833,167.55,78.84,80,37,15.05,VU,1661371829
250,Gaya,24.7833,85.0,80.49,83,24,1.23,IN,1661371829
251,Vanavara,60.34,102.2797,44.56,96,98,4.63,RU,1661371830
252,Toora-Khem,52.4675,96.11,48.34,72,99,3.09,RU,1661371830
253,Martaban,16.5314,97.6111,78.28,90,100,2.71,MM,1661371831
254,Poronaysk,49.2167,143.1167,54.64,78,58,3.91,RU,1661371831
255,Constitución,-35.3333,-72.4167,58.14,71,97,13.94,CL,1661371832
256,Palmas,-10.2128,-48.3603,93.07,33,20,6.91,BR,1661371833
257,Ahipara,-35.1667,173.1667,58.35,96,100,14.81,NZ,1661371833
258,Albanel,48.8832,-72.4487,68.14,47,67,4.43,CA,1661371833
259,Lebu,-37.6167,-73.65,49.57,75,53,18.05,CL,1661371834
260,Kovdor,67.5662,30.4758,47.89,76,74,3.47,RU,1661371835
261,Turukhansk,65.8167,87.9833,55.8,99,100,7.31,RU,1661371835
262,Selenduma,50.9131,106.2406,46.83,75,100,2.19,RU,1661371835
263,Grand Gaube,-20.0064,57.6608,70.2,70,84,5.01,MU,1661371614
264,Nacogdoches,31.6002,-94.6335,85.33,78,100,11.5,US,1661371836
265,San Quintín,30.4833,-115.95,77.52,66,13,8.01,MX,1661371837
266,Abalak,58.1286,68.5944,60.53,89,54,5.82,RU,1661371837
267,San Policarpo,12.1791,125.5072,80.47,82,89,3.4,PH,1661371838
268,Turaif,31.6725,38.6637,83.23,10,0,11.88,SA,1661371839
269,Tutóia,-2.7619,-42.2744,80.89,76,34,10.4,BR,1661371839
270,Vila Franca do Campo,37.7167,-25.4333,73.81,74,100,2.68,PT,1661371840
271,Torbay,47.6666,-52.7314,72.75,91,87,14.81,CA,1661371840
272,Tuatapere,-46.1333,167.6833,36.95,79,95,3.13,NZ,1661371841
273,Mtsamboro,-12.6998,45.0689,70.92,78,14,8.88,YT,1661371841
274,Xingyi,24.1877,102.817,62.73,96,100,2.89,CN,1661371842
275,Ribas do Rio Pardo,-20.4431,-53.7592,84.33,34,30,5.12,BR,1661371842
276,Chengde,40.9725,117.9361,59.22,93,28,4.09,CN,1661371843
277,Peski,55.2163,38.7626,68.13,48,7,2.13,RU,1661371843
278,Akdepe,42.0551,59.3788,66.7,50,0,9.91,TM,1661371844
279,Laas,46.6166,10.7002,62.87,75,12,0.65,IT,1661371844
280,Tazovsky,67.4667,78.7,49.28,78,71,18.39,RU,1661371845
281,Tiznit Province,29.5833,-9.5,78.28,48,100,3.18,MA,1661371845
282,Darhan,49.4867,105.9228,43.21,91,100,2.1,MN,1661371846
283,Belyy Yar,53.6039,91.3903,57.09,76,40,2.24,RU,1661371846
284,Vardø,70.3705,31.1107,49.98,87,0,10.36,NO,1661371847
285,Ketchikan,55.3422,-131.6461,72.07,64,0,10.36,US,1661371847
286,Kargil,34.5667,76.1,57.94,57,53,7.67,IN,1661371848
287,Watertown,42.3709,-71.1828,90.18,56,75,5.75,US,1661371655
288,Saint Anthony,45.0205,-93.218,83.93,65,100,10.36,US,1661371848
289,Tura,25.5198,90.2201,73.81,94,37,5.3,IN,1661371849
290,Impfondo,1.6381,18.0667,71.55,98,100,3.4,CG,1661371849
291,Kingston,17.997,-76.7936,84.24,82,32,4.0,JM,1661371279
292,Mahibadhoo,3.7833,72.9667,81.37,72,100,10.38,MV,1661371850
293,Fengcheng,40.4536,124.0717,58.57,83,99,2.53,CN,1661371851
294,Arrondissement de Bernay,49.1667,0.6667,76.96,65,50,1.01,FR,1661371851
295,Tessalit,20.1986,1.0114,84.97,51,68,16.02,ML,1661371852
296,Mbeya,-8.9,33.45,54.63,85,28,7.29,TZ,1661371852
297,Lodwar,3.1191,35.5973,87.93,31,100,9.78,KE,1661371633
298,Portales,34.1862,-103.3344,80.94,42,73,5.82,US,1661371853
299,Maniitsoq,65.4167,-52.9,42.01,96,100,14.41,GL,1661371853
300,Ranau,5.9538,116.6641,69.66,98,100,0.47,MY,1661371854
301,Cidreira,-30.1811,-50.2056,63.81,77,1,7.14,BR,1661371854
302,Koumac,-20.5667,164.2833,70.59,78,0,3.67,NC,1661371855
303,Camacha,33.0833,-16.3333,69.22,78,20,11.5,PT,1661371855
304,Sittwe,20.15,92.9,80.46,86,7,1.68,MM,1661371856
305,Gander,48.9682,-54.5906,73.17,94,100,8.99,CA,1661371731
306,Okhotsk,59.3833,143.3,55.18,77,100,10.85,RU,1661371857
307,Soke,13.598,-5.9386,76.98,73,94,5.21,ML,1661371857
308,Santarém,-2.4431,-54.7083,87.93,70,0,9.22,BR,1661371858
309,Codrington,-38.2667,141.9667,50.47,91,75,10.33,AU,1661371858
310,Udachny,66.4167,112.4,43.45,86,66,5.84,RU,1661371859
311,Santa Maria,-29.6842,-53.8069,68.16,78,87,4.79,BR,1661371847
312,Constantine,36.365,6.6147,76.41,57,0,6.91,DZ,1661371860
313,Lompoc,34.6391,-120.4579,86.14,65,0,16.11,US,1661371860
314,Inverbervie,56.8446,-2.28,61.23,72,81,10.33,GB,1661371861
315,São João da Barra,-21.6403,-41.0511,70.2,84,60,19.66,BR,1661371582
316,Chara,56.9064,118.2631,42.78,95,100,3.83,RU,1661371861
317,Anáhuac,27.2333,-100.15,96.67,37,75,8.37,MX,1661371862
318,Woodward,36.4337,-99.3904,92.43,30,0,5.75,US,1661371862
319,Safaga,26.7292,33.9365,93.58,31,0,6.24,EG,1661371863
320,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,94,75,8.95,RU,1661371569
321,Margate,51.3813,1.3862,74.3,88,84,1.01,GB,1661371852
322,Sobolevo,54.4299,31.8996,64.99,53,93,6.38,RU,1661371863
323,Dubbo,-32.25,148.6167,44.73,87,100,3.44,AU,1661371864
324,Iquique,-20.2208,-70.1431,60.84,69,24,8.7,CL,1661371864
325,Roald,62.5833,6.1333,72.52,64,20,8.05,NO,1661371865
326,Şile,41.1754,29.6133,75.56,65,100,4.0,TR,1661371865
327,Lata,40.1629,-8.3327,62.82,94,93,4.16,PT,1661371866
328,Lagoa,39.05,-27.9833,72.73,77,91,12.66,PT,1661371867
329,Jaicós,-7.3592,-41.1378,91.71,26,71,10.6,BR,1661371867
330,Longonjo,-12.9067,15.2533,69.21,28,56,2.44,AO,1661371868
331,Morón,-34.6534,-58.6198,78.8,53,5,3.36,AR,1661371869
332,Muhafazat Lahij,13.1667,44.5833,86.86,50,100,1.39,YE,1661371869
333,Port Hawkesbury,45.6169,-61.3485,76.91,86,100,4.0,CA,1661371870
334,Lakes Entrance,-37.8811,147.981,52.16,93,97,13.2,AU,1661371870
335,Ponta Delgada,37.7333,-25.6667,74.12,68,40,4.61,PT,1661371871
336,Bathsheba,13.2167,-59.5167,86.61,74,40,12.66,BB,1661371871
337,Biltine,14.5333,20.9167,78.91,70,100,4.85,TD,1661371872
338,Diego de Almagro,-26.3667,-70.05,75.96,17,5,10.09,CL,1661371873
339,Seddon,-37.8068,144.8916,52.3,93,100,10.36,AU,1661371873
340,Montepuez,-13.1256,38.9997,70.83,59,23,8.93,MZ,1661371874
341,Palmer,42.1584,-72.3287,87.4,55,40,10.36,US,1661371874
342,Trairi,-3.2778,-39.2689,79.93,73,68,12.84,BR,1661371678
343,Touros,-5.1989,-35.4608,77.36,74,46,17.13,BR,1661371579
344,Casablanca,33.5928,-7.6192,75.42,79,65,7.72,MA,1661371757
345,Sumter,28.7086,-82.0831,96.15,52,98,3.02,US,1661371875
346,Homer,59.6425,-151.5483,56.05,90,100,3.44,US,1661371876
347,Swan River,52.1058,-101.2676,70.39,49,5,3.02,CA,1661371876
348,Tutin,42.9903,20.3314,60.51,94,86,2.77,RS,1661371877
349,Acaraú,-2.8856,-40.12,81.7,69,45,17.36,BR,1661371877
350,Ilesha,7.1371,5.2583,71.2,96,100,2.15,NG,1661371878
351,Villaviciosa,43.4813,-5.4357,71.42,98,96,0.54,ES,1661371878
352,Chimbote,-9.0853,-78.5783,65.97,75,13,11.01,PE,1661371879
353,Portree,57.4129,-6.1942,53.53,90,24,12.93,GB,1661371879
354,Horsham,51.064,-0.3272,75.02,73,20,2.3,GB,1661371880
355,Coyhaique,-45.5752,-72.0662,48.15,57,75,10.36,CL,1661371862
356,Wembley,-31.9333,115.8,55.6,72,0,13.8,AU,1661371881
357,Jintūr,19.6167,76.7,74.98,83,92,8.25,IN,1661371881
358,Brae,60.3964,-1.353,56.17,94,100,11.81,GB,1661371882
